,id,runday,country,date,new_deaths_smoothed_per_million,stringency_index,median_age,gdp_per_capita,tour_inc_gdp,civilliberties,trustp,icu_bed,lr,plurality,oppfrac,govfrac,checks
0,1,367,Austria,1-1-2021,7.582,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
1,1,398,Austria,1-2-2021,5.187,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
2,1,61,Austria,1-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
3,1,426,Austria,1-3-2021,2.808,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
4,1,92,Austria,1-4-2020,1.84,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
5,1,457,Austria,1-4-2021,3.014,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
6,1,122,Austria,1-5-2020,,67.59,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
7,1,487,Austria,1-5-2021,2.585,76.85,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
8,1,153,Austria,1-6-2020,0.428,53.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
9,1,518,Austria,1-6-2021,1.015,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
10,1,183,Austria,1-7-2020,0.19,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
11,1,548,Austria,1-7-2021,0.143,49.07,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
12,1,214,Austria,1-8-2020,0.095,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
13,1,245,Austria,1-9-2020,0.016,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
14,1,275,Austria,1-10-2020,0.301,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
15,1,306,Austria,1-11-2020,2.395,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
16,1,336,Austria,1-12-2020,11.865,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
17,1,368,Austria,2-1-2021,6.852,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
18,1,399,Austria,2-2-2021,5.266,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
19,1,62,Austria,2-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
20,1,427,Austria,2-3-2021,2.712,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
21,1,93,Austria,2-4-2020,1.729,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
22,1,458,Austria,2-4-2021,3.125,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
23,1,123,Austria,2-5-2020,0.952,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
24,1,488,Austria,2-5-2021,2.506,76.85,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
25,1,154,Austria,2-6-2020,0.412,53.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
26,1,519,Austria,2-6-2021,0.872,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
27,1,184,Austria,2-7-2020,0.111,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
28,1,549,Austria,2-7-2021,0.143,49.07,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
29,1,215,Austria,2-8-2020,0.095,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
30,1,246,Austria,2-9-2020,0.016,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
31,1,276,Austria,2-10-2020,0.27,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
32,1,307,Austria,2-11-2020,2.649,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
33,1,337,Austria,2-12-2020,12.356,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
34,1,369,Austria,3-1-2021,7.027,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
35,1,400,Austria,3-2-2021,5.361,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
36,1,63,Austria,3-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
37,1,428,Austria,3-3-2021,2.459,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
38,1,94,Austria,3-4-2020,1.745,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
39,1,459,Austria,3-4-2021,3.22,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
40,1,124,Austria,3-5-2020,0.888,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
41,1,489,Austria,3-5-2021,2.57,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
42,1,155,Austria,3-6-2020,0.397,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
43,1,520,Austria,3-6-2021,0.857,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
44,1,185,Austria,3-7-2020,0.111,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
45,1,550,Austria,3-7-2021,0.159,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
46,1,216,Austria,3-8-2020,0.079,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
47,1,247,Austria,3-9-2020,0.032,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
48,1,277,Austria,3-10-2020,0.349,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
49,1,308,Austria,3-11-2020,2.966,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
50,1,338,Austria,3-12-2020,12.134,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
51,1,370,Austria,4-1-2021,6.757,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
52,1,401,Austria,4-2-2021,5.219,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
53,1,64,Austria,4-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
54,1,429,Austria,4-3-2021,2.522,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
55,1,95,Austria,4-4-2020,1.872,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
56,1,460,Austria,4-4-2021,3.061,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
57,1,125,Austria,4-5-2020,0.809,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
58,1,490,Austria,4-5-2021,2.617,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
59,1,156,Austria,4-6-2020,0.032,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
60,1,521,Austria,4-6-2021,0.682,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
61,1,186,Austria,4-7-2020,0.079,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
62,1,551,Austria,4-7-2021,0.143,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
63,1,217,Austria,4-8-2020,0.095,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
64,1,248,Austria,4-9-2020,0.032,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
65,1,278,Austria,4-10-2020,0.412,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
66,1,309,Austria,4-11-2020,3.172,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
67,1,339,Austria,4-12-2020,12.134,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
68,1,371,Austria,5-1-2021,6.313,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
69,1,402,Austria,5-2-2021,4.996,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
70,1,65,Austria,5-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
71,1,430,Austria,5-3-2021,2.443,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
72,1,96,Austria,5-4-2020,1.872,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
73,1,461,Austria,5-4-2021,3.283,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
74,1,126,Austria,5-5-2020,0.587,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
75,1,491,Austria,5-5-2021,2.522,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
76,1,157,Austria,5-6-2020,0.063,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
77,1,522,Austria,5-6-2021,0.698,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
78,1,187,Austria,5-7-2020,0.063,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
79,1,552,Austria,5-7-2021,0.19,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
80,1,218,Austria,5-8-2020,0.048,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
81,1,249,Austria,5-9-2020,0.032,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
82,1,279,Austria,5-10-2020,0.444,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
83,1,310,Austria,5-11-2020,3.363,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
84,1,340,Austria,5-12-2020,11.722,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
85,1,372,Austria,6-1-2021,5.964,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
86,1,403,Austria,6-2-2021,4.616,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
87,1,66,Austria,6-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
88,1,431,Austria,6-3-2021,2.474,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
89,1,97,Austria,6-4-2020,1.777,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
90,1,462,Austria,6-4-2021,3.315,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
91,1,127,Austria,6-5-2020,0.444,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
92,1,492,Austria,6-5-2021,2.443,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
93,1,158,Austria,6-6-2020,0.063,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
94,1,523,Austria,6-6-2021,0.682,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
95,1,188,Austria,6-7-2020,0.048,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
96,1,553,Austria,6-7-2021,0.286,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
97,1,219,Austria,6-8-2020,0.016,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
98,1,250,Austria,6-9-2020,,36.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
99,1,280,Austria,6-10-2020,0.412,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
100,1,311,Austria,6-11-2020,4.092,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
101,1,341,Austria,6-12-2020,11.658,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
102,1,373,Austria,7-1-2021,5.488,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
103,1,404,Austria,7-2-2021,4.616,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
104,1,67,Austria,7-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
105,1,432,Austria,7-3-2021,2.411,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
106,1,98,Austria,7-4-2020,1.824,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
107,1,463,Austria,7-4-2021,3.283,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
108,1,128,Austria,7-5-2020,0.397,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
109,1,493,Austria,7-5-2021,2.316,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
110,1,159,Austria,7-6-2020,0.063,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
111,1,524,Austria,7-6-2021,0.587,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
112,1,189,Austria,7-7-2020,0.016,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
113,1,554,Austria,7-7-2021,0.27,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
114,1,220,Austria,7-8-2020,0.032,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
115,1,251,Austria,7-9-2020,0.206,36.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
116,1,281,Austria,7-10-2020,0.492,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
117,1,312,Austria,7-11-2020,4.251,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
118,1,342,Austria,7-12-2020,11.309,71.3,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
119,1,374,Austria,8-1-2021,6.027,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
120,1,405,Austria,8-2-2021,4.029,74.07,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
121,1,68,Austria,8-3-2020,0,11.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
122,1,433,Austria,8-3-2021,2.506,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
123,1,99,Austria,8-4-2020,2.014,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
124,1,464,Austria,8-4-2021,3.458,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
125,1,129,Austria,8-5-2020,0.397,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
126,1,494,Austria,8-5-2021,2.237,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
127,1,160,Austria,8-6-2020,0.063,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
128,1,525,Austria,8-6-2021,0.508,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
129,1,190,Austria,8-7-2020,0.016,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
130,1,555,Austria,8-7-2021,0.238,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
131,1,221,Austria,8-8-2020,0.048,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
132,1,252,Austria,8-9-2020,0.206,36.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
133,1,282,Austria,8-10-2020,0.571,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
134,1,313,Austria,8-11-2020,4.457,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
135,1,343,Austria,8-12-2020,10.738,71.3,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
136,1,375,Austria,9-1-2021,6.535,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
137,1,406,Austria,9-2-2021,3.553,74.07,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
138,1,69,Austria,9-3-2020,0,19.44,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
139,1,434,Austria,9-3-2021,2.411,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
140,1,100,Austria,9-4-2020,2.173,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
141,1,465,Austria,9-4-2021,3.601,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
142,1,130,Austria,9-5-2020,0.301,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
143,1,495,Austria,9-5-2021,2.173,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
144,1,161,Austria,9-6-2020,0.048,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
145,1,526,Austria,9-6-2021,0.46,68.52,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
146,1,191,Austria,9-7-2020,0.016,41.67,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
147,1,556,Austria,9-7-2021,0.206,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
148,1,222,Austria,9-8-2020,0.048,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
149,1,253,Austria,9-9-2020,0.206,36.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
150,1,283,Austria,9-10-2020,0.619,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
151,1,314,Austria,9-11-2020,4.679,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
152,1,344,Austria,9-12-2020,9.676,71.3,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
153,1,376,Austria,10-1-2021,6.329,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
154,1,407,Austria,10-2-2021,3.363,74.07,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
155,1,70,Austria,10-3-2020,0,19.44,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
156,1,435,Austria,10-3-2021,2.395,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
157,1,101,Austria,10-4-2020,2.395,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
158,1,466,Austria,10-4-2021,3.616,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
159,1,131,Austria,10-5-2020,0.317,64.81,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
160,1,496,Austria,10-5-2021,2.094,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
161,1,162,Austria,10-6-2020,0.048,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
162,1,527,Austria,10-6-2021,0.365,60.19,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
163,1,192,Austria,10-7-2020,0.016,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
164,1,557,Austria,10-7-2021,0.222,,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
165,1,223,Austria,10-8-2020,0.079,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
166,1,254,Austria,10-9-2020,0.206,36.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
167,1,284,Austria,10-10-2020,0.682,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
168,1,315,Austria,10-11-2020,4.87,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
169,1,345,Austria,10-12-2020,9.914,71.3,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
170,1,377,Austria,11-1-2021,6.186,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
171,1,408,Austria,11-2-2021,3.204,74.07,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
172,1,71,Austria,11-3-2020,0,30.56,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
173,1,436,Austria,11-3-2021,2.316,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
174,1,102,Austria,11-4-2020,2.395,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
175,1,467,Austria,11-4-2021,3.775,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
176,1,132,Austria,11-5-2020,0.317,59.26,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
177,1,497,Austria,11-5-2021,,73.15,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
178,1,163,Austria,11-6-2020,0.063,50,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
179,1,528,Austria,11-6-2021,0.333,60.19,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
180,1,193,Austria,11-7-2020,0.016,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
181,1,224,Austria,11-8-2020,0.063,37.96,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
182,1,255,Austria,11-9-2020,0.238,36.11,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
183,1,285,Austria,11-10-2020,0.603,40.74,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
184,1,316,Austria,11-11-2020,5.345,75,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
185,1,346,Austria,11-12-2020,10.12,71.3,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
186,1,378,Austria,12-1-2021,5.742,82.41,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
187,1,409,Austria,12-2-2021,3.125,79.63,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
188,1,72,Austria,12-3-2020,0.016,34.26,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
189,1,437,Austria,12-3-2021,2.57,75.93,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
190,1,103,Austria,12-4-2020,2.316,81.48,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
191,1,468,Austria,12-4-2021,3.553,78.7,44.4,45436.688,4.4,56,0.07891954,1.5413152,0.5953645,0,0.630643,0.3964777,5
